Region,State,City,sales,profit,quantity,rows,orders,loss_rows,margin,sales_weighted_discount,loss_row_share
East,Ohio,Cleveland,6346.185,-848.0079000000001,138,42,21,21,-0.13362483129628272,0.2955699999290912,0.5
East,Ohio,Columbus,15900.793,-729.5052,464,120,55,51,-0.04587854203246341,0.3224899726699165,0.425
East,Ohio,Cuyahoga Falls,29.093999999999998,-12.575199999999999,13,3,3,2,-0.4322265759263078,0.5564652505671273,0.6666666666666666
East,Ohio,Dublin,2379.16,-351.3045,51,13,5,5,-0.147659047731132,0.407269036130399,0.38461538461538464
East,Ohio,Elyria,1.824,-1.3984,1,1,1,1,-0.7666666666666667,0.7,1.0
East,Ohio,Fairfield,3077.697,-129.2881,75,17,10,7,-0.04200806642109343,0.2594032161060689,0.4117647058823529
East,Ohio,Grove City,123.588,13.1952,12,2,1,1,0.10676764734440237,0.408855228662977,0.5
East,Ohio,Hamilton,328.224,-9.385000000000002,13,4,3,1,-0.02859327776152872,0.2,0.25
East,Ohio,Kent,346.302,-11.3007,20,5,3,2,-0.032632499956685206,0.26236290867508705,0.4
East,Ohio,Lakewood,1756.324,-336.60810000000004,76,17,13,7,-0.19165489966543758,0.3719823904928704,0.4117647058823529
East,Ohio,Lancaster,8202.625,-7149.6179999999995,121,31,15,13,-0.8716256076560857,0.5389448499718078,0.41935483870967744
East,Ohio,Lorain,2015.1109999999999,-632.9229,35,9,5,3,-0.31408835543054453,0.3460332954363309,0.3333333333333333
East,Ohio,Marion,3010.986,-544.6532,41,14,8,6,-0.18088865242149912,0.34658341154691524,0.42857142857142855
East,Ohio,Mason,94.264,-4.235199999999999,7,3,1,2,-0.04492913519477212,0.33557667826529747,0.6666666666666666
East,Ohio,Medina,2477.722,-1343.0446,38,9,3,7,-0.5420481393796398,0.5552897379124857,0.7777777777777778
East,Ohio,Mentor,693.13,-123.27420000000002,15,6,1,2,-0.17785148529135952,0.3085115346327529,0.3333333333333333
East,Ohio,Newark,8128.0689999999995,-2292.4127,137,35,16,13,-0.28203656981750524,0.3553692396066027,0.37142857142857144
East,Ohio,Parma,3879.756,31.061799999999995,40,10,4,3,0.008006122034478456,0.29393941268471524,0.3
East,Ohio,Springfield,5613.167,-1420.1619999999998,137,36,19,20,-0.25300547801267975,0.32816484882776514,0.5555555555555556
East,Ohio,Toledo,4466.053,-339.99679999999995,122,32,15,14,-0.07612914580279274,0.35386519147891893,0.4375
East,Ohio,Troy,3180.535,-874.5873,55,14,8,10,-0.2749811902714481,0.39585337058073566,0.7142857142857143
East,Pennsylvania,Allentown,853.252,-226.4504,20,7,2,3,-0.2653968581380413,0.25835790598791447,0.42857142857142855
East,Pennsylvania,Altoona,20.451,-1.1835,9,2,1,1,-0.05787003080533959,0.30803872671263016,0.5
East,Pennsylvania,Bethlehem,1689.6339999999998,-1003.0958,18,5,2,4,-0.5936763819856846,0.642731502798831,0.8
East,Pennsylvania,Chester,1968.4789999999998,48.357800000000005,55,16,4,7,0.02456607360302041,0.2722266785675641,0.4375
East,Pennsylvania,Lancaster,1211.395,-168.88760000000002,35,10,8,7,-0.139415797489671,0.293624375203794,0.7
East,Pennsylvania,Philadelphia,109077.013,-13837.7674,1981,537,265,250,-0.12686236099992948,0.3330801632787653,0.4655493482309125
East,Pennsylvania,Reading,873.7120000000001,-268.76419999999996,16,5,4,2,-0.30761189041697945,0.379221528375483,0.4
East,Pennsylvania,York,817.978,-102.16919999999999,19,5,2,4,-0.12490458178581819,0.2980439571724423,0.8
East,Rhode Island,Cranston,4024.916,637.4977,52,16,5,3,0.15838782722422032,0.09423744495537296,0.1875
East,Rhode Island,Providence,15980.65,5505.6569,118,31,13,1,0.34452021037942765,0.009272213583302305,0.03225806451612903
East,Rhode Island,Warwick,2426.84,1063.7956,14,5,4,0,0.43834599726393164,0.0,0.0
East,Rhode Island,Woonsocket,195.55,78.6791,15,4,3,0,0.40234773715162364,0.0,0.0
East,Vermont,Burlington,8929.369999999999,2244.9782999999998,50,11,6,0,0.25141508303497334,0.0,0.0
East,West Virginia,Wheeling,1209.824,185.9216,18,4,2,1,0.15367656783135397,0.16696907980003703,0.25
South,Alabama,Auburn,1766.83,452.6071,16,6,3,0,0.2561690145628046,0.0,0.0
South,Alabama,Decatur,3374.82,1000.0881,52,13,7,0,0.2963382047042509,0.0,0.0
South,Alabama,Florence,1997.35,248.65890000000002,24,5,3,0,0.12449440508673995,0.0,0.0
South,Alabama,Hoover,525.85,18.7173,15,4,2,0,0.035594371018351244,0.0,0.0
South,Alabama,Huntsville,2484.3700000000003,1005.2572,40,10,7,0,0.40463264328582293,0.0,0.0
South,Alabama,Mobile,5462.99,2175.8292,52,11,4,0,0.39828540780781224,0.0,0.0
South,Alabama,Montgomery,3722.73,834.6571,48,10,6,0,0.22420565015459085,0.0,0.0
South,Alabama,Tuscaloosa,175.70000000000002,51.010400000000004,9,2,2,0,0.29032669322709165,0.0,0.0
South,Arkansas,Conway,301.96,45.294,2,1,1,0,0.15,0.0,0.0
South,Arkansas,Fayetteville,3742.8100000000004,1691.9419,51,14,8,0,0.45205123957668164,0.0,0.0
South,Arkansas,Hot Springs,245.82999999999998,62.083800000000004,15,4,2,0,0.25254769556197376,0.0,0.0
South,Arkansas,Jonesboro,2915.32,801.1113,53,11,5,0,0.27479360756280613,0.0,0.0
South,Arkansas,Little Rock,3560.35,1154.6691,90,24,6,0,0.3243133680677462,0.0,0.0
South,Arkansas,Pine Bluff,212.91,70.2048,7,2,1,0,0.3297393264759758,0.0,0.0
South,Arkansas,Rogers,40.41,18.5886,9,1,1,0,0.46,0.0,0.0
South,Arkansas,Springdale,4.3,1.419,2,1,1,0,0.33,0.0,0.0
South,Arkansas,Texarkana,654.24,163.3746,11,2,2,0,0.2497166177549523,0.0,0.0
South,Florida,Apopka,904.554,54.3634,31,7,3,3,0.06009967343022086,0.22203185216139668,0.42857142857142855
South,Florida,Boca Raton,63.007999999999996,-22.645599999999998,8,3,2,1,-0.3594083291010665,0.5169121381411885,0.3333333333333333
South,Florida,Boynton Beach,469.585,50.661500000000004,28,10,4,1,0.10788568629747544,0.2398490156201753,0.1
South,Florida,Coral Gables,64.248,22.357799999999997,6,2,1,0,0.34799215539783335,0.2,0.0
South,Florida,Coral Springs,824.992,18.556800000000003,21,8,4,2,0.022493309026026923,0.2,0.25
South,Florida,Daytona Beach,272.3315,-52.334,10,4,2,1,-0.1921702043281809,0.37581100607164436,0.25
South,Florida,Delray Beach,242.536,29.0542,11,3,2,0,0.11979335026552759,0.2,0.0
South,Florida,Deltona,893.24,122.1344,19,5,4,1,0.136731897362411,0.20290179570999956,0.2
South,Florida,Fort Lauderdale,4929.532499999999,-161.3551,65,15,12,6,-0.03273233313706726,0.2690548495217346,0.4
South,Florida,Hialeah,2338.949,-179.22749999999996,76,18,10,4,-0.07662736553896642,0.30593027039067544,0.2222222222222222
South,Florida,Hollywood,1070.474,108.2012,44,11,8,2,0.10107784028383689,0.2126532732228901,0.18181818181818182
South,Florida,Homestead,132.552,22.3291,5,3,2,1,0.168455398636007,0.20000000000000004,0.3333333333333333
South,Florida,Jacksonville,39133.328,-2445.6608,248,75,38,26,-0.06249559965868479,0.3953229290900074,0.3466666666666667
South,Florida,Jupiter,2.064,0.1548,1,1,1,0,0.075,0.2,0.0
South,Florida,Kissimmee,751.984,84.5982,2,1,1,0,0.1125,0.2,0.0
South,Florida,Lakeland,5606.8865000000005,-188.63649999999998,74,22,6,6,-0.03364371652609696,0.23541040557892512,0.2727272727272727
South,Florida,Margate,15.552,2.3328,3,1,1,0,0.15000000000000002,0.2,0.0
South,Florida,Melbourne,95.616,9.5616,2,1,1,0,0.1,0.2,0.0
South,Florida,Miami,8673.0745,-1150.3704,215,57,34,22,-0.13263697896288104,0.3322675857332944,0.38596491228070173
South,Florida,Miramar,1531.192,32.28099999999999,41,8,3,3,0.021082267932434333,0.20660661758943358,0.375
South,Florida,North Miami,22.128,3.0798000000000005,6,2,2,1,0.13918112798264645,0.2,0.5
South,Florida,Orlando,1740.08,377.7253,39,11,6,2,0.2170735253551561,0.20308261689117743,0.18181818181818182
South,Florida,Ormond Beach,2.808,-1.9656,3,1,1,1,-0.7000000000000001,0.7,1.0
South,Florida,Palm Coast,274.428,17.6552,20,5,3,2,0.06433454312242191,0.23141807687262236,0.4
South,Florida,Pembroke Pines,1714.3754999999999,-72.4491,47,14,4,7,-0.04225976164498385,0.25940085763008164,0.5
South,Florida,Pensacola,2.214,-1.476,3,1,1,1,-0.6666666666666666,0.7,1.0
South,Florida,Plantation,1436.836,12.039100000000005,45,11,3,4,0.008378896408497562,0.20344506958344585,0.36363636363636365
South,Florida,Pompano Beach,90.44,15.006499999999999,12,3,2,0,0.16592768686421935,0.2,0.0
South,Florida,Port Orange,7.824,2.934,1,1,1,0,0.37500000000000006,0.2,0.0
South,Florida,Port Saint Lucie,248.95,4.449,11,3,3,1,0.017871058445470978,0.2054107250451898,0.3333333333333333
South,Florida,Saint Petersburg,1690.7920000000001,151.9823,53,14,6,3,0.08988822989462926,0.21082333013167795,0.21428571428571427
South,Florida,Sanford,225.54600000000002,-11.827200000000001,9,2,1,2,-0.05243808358383656,0.2107339522758107,1.0
South,Florida,Tallahassee,7250.669,392.71160000000003,89,17,9,5,0.05416211938512157,0.22973884202961134,0.29411764705882354
South,Florida,Tamarac,1413.51,-351.89610000000005,15,4,2,3,-0.24895197062631325,0.2910860199078889,0.75
South,Florida,Tampa,5196.0805,-325.2366,105,36,14,15,-0.0625926792319711,0.27480381125735065,0.4166666666666667
South,Florida,West Palm Beach,141.328,31.6092,11,3,3,0,0.22365843994112986,0.2,0.0
South,Georgia,Athens,1720.81,479.3221,30,8,5,0,0.27854446452542697,0.0,0.0
South,Georgia,Atlanta,17197.84,6993.6629,156,39,17,0,0.40665937699152915,0.0,0.0
South,Georgia,Columbus,14845.05,4104.1219,258,68,40,0,0.27646399978444,0.0,0.0
South,Georgia,East Point,268.4,102.0138,7,3,1,0,0.3800812220566319,0.0,0.0
South,Georgia,Macon,364.01,144.8535,24,6,4,0,0.3979382434548501,0.0,0.0
South,Georgia,Marietta,2938.62,512.1456,33,7,3,0,0.1742809890356698,0.0,0.0
South,Georgia,Roswell,6652.32,2427.4353,64,18,9,0,0.36490056100728774,0.0,0.0
South,Georgia,Sandy Springs,1997.03,520.5891,47,14,4,0,0.2606816622684687,0.0,0.0
South,Georgia,Smyrna,2390.31,807.3319,60,17,5,0,0.3377519652262677,0.0,0.0
South,Georgia,Warner Robins,434.8,53.6884,10,2,2,0,0.12347838086476541,0.0,0.0
South,Georgia,Woodstock,286.65000000000003,104.8788,16,2,1,0,0.3658775510204081,0.0,0.0
South,Kentucky,Bowling Green,211.81,67.1168,5,2,2,0,0.31687266890137383,0.0,0.0
South,Kentucky,Florence,4559.8,1837.3541,38,10,4,0,0.4029462037808676,0.0,0.0
South,Kentucky,Georgetown,1786.42,402.76,35,8,3,0,0.2254564995913615,0.0,0.0
South,Kentucky,Henderson,15661.01,4518.8169,185,48,17,0,0.28853930238215797,0.0,0.0
South,Kentucky,Louisville,7275.39,1975.8966,131,33,17,0,0.2715863479483574,0.0,0.0
South,Kentucky,Murray,264.62,94.4658,8,2,2,0,0.35698662232635475,0.0,0.0
South,Kentucky,Owensboro,71.18,27.642799999999998,5,2,2,0,0.3883506602978364,0.0,0.0
South,Kentucky,Richmond,6761.52,2275.6436,116,34,14,0,0.33655799287734117,0.0,0.0
South,Louisiana,Bossier City,1417.18,336.9608,24,6,2,0,0.2377685262281432,0.0,0.0
South,Louisiana,Kenner,89.32000000000001,19.7976,4,2,1,0,0.22164800716524852,0.0,0.0
South,Louisiana,Lafayette,5405.75,1042.2903,61,19,10,0,0.192811413772372,0.0,0.0
South,Louisiana,Lake Charles,547.41,241.2558,16,3,2,0,0.4407223105167973,0.0,0.0
South,Louisiana,Monroe,1757.37,555.7977999999999,51,12,6,0,0.3162668077866357,0.0,0.0
South,Mississippi,Gulfport,166.5,77.5761,20,3,3,0,0.4659225225225225,0.0,0.0
South,Mississippi,Hattiesburg,1722.84,582.0694,38,9,3,0,0.33785458893454995,0.0,0.0
South,Mississippi,Jackson,7426.61,2100.4405,138,34,18,0,0.2828262827858202,0.0,0.0
South,Mississippi,Southaven,1455.39,412.8902,25,7,2,0,0.2836972907605521,0.0,0.0
South,North Carolina,Asheville,1475.376,77.5074,28,7,6,2,0.052533998113023395,0.20644174773074797,0.2857142857142857
South,North Carolina,Burlington,12681.282,-5894.5269,46,11,7,4,-0.464821056735431,0.49168416884034283,0.36363636363636365
South,North Carolina,Cary,505.20799999999997,54.0386,19,6,3,0,0.10696307263542938,0.2,0.0
South,North Carolina,Chapel Hill,14.016,4.7304,3,1,1,0,0.3375,0.20000000000000004,0.0
South,North Carolina,Charlotte,13693.339,-429.7824,243,52,24,15,-0.03138623822867454,0.2892864698668455,0.28846153846153844
South,North Carolina,Concord,5111.844,-1788.6868,44,8,5,1,-0.34991028677713953,0.3681445677919749,0.125
South,North Carolina,Durham,879.96,116.8699,33,9,5,1,0.13281274148824945,0.203436519841811,0.1111111111111111
South,North Carolina,Fayetteville,3183.116,126.7273,117,27,12,7,0.039812341114807,0.2077414709360262,0.25925925925925924
South,North Carolina,Gastonia,895.06,-14.743599999999995,16,4,1,2,-0.016472191808370385,0.3059079838223136,0.5
South,North Carolina,Goldsboro,34.944,3.0576,3,1,1,0,0.0875,0.2,0.0
South,North Carolina,Greensboro,2406.78,-122.9534,50,13,8,7,-0.05108626463573737,0.2591598733577643,0.5384615384615384
South,North Carolina,Greenville,2117.83,-548.9884,27,9,5,4,-0.25922212831058206,0.3883083155871812,0.4444444444444444
South,North Carolina,Hickory,40.764,-1.0956000000000001,5,2,2,1,-0.026876655872828968,0.2560788931410068,0.5
South,North Carolina,Jacksonville,5579.8550000000005,121.82580000000003,181,50,23,14,0.021833147993989093,0.29205126298084805,0.28
South,North Carolina,Monroe,1213.0639999999999,140.8264,22,9,6,1,0.11609148404371082,0.2,0.1111111111111111
South,North Carolina,Raleigh,4507.54,472.594,77,22,13,3,0.10484521490657875,0.20519263278861644,0.13636363636363635
South,North Carolina,Thomasville,151.292,33.3939,12,3,2,1,0.22072482352008038,0.21058879517753745,0.3333333333333333
South,North Carolina,Wilmington,743.1619999999999,172.62959999999998,37,9,9,1,0.23229067148212637,0.2022081322780228,0.1111111111111111
South,North Carolina,Wilson,368.73199999999997,-14.336000000000002,20,6,3,4,-0.038879185967043824,0.21869650586333708,0.6666666666666666
South,South Carolina,Columbia,6168.16,1388.3777,119,30,11,0,0.22508782197608362,0.0,0.0
South,South Carolina,Florence,1064.57,82.9531,29,6,4,0,0.07792169608386486,0.0,0.0
South,South Carolina,Mount Pleasant,545.94,87.3504,6,1,1,0,0.15999999999999998,0.0,0.0
South,South Carolina,North Charleston,284.25,9.670200000000001,5,2,2,0,0.034020052770448554,0.0,0.0
South,South Carolina,Rock Hill,11.85,3.792,3,1,1,0,0.32,0.0,0.0
South,South Carolina,Summerville,406.93999999999994,196.91320000000002,10,2,1,0,0.4838875509903181,0.0,0.0
South,Tennessee,Bartlett,88.96,10.008,8,1,1,0,0.1125,0.19999999999999998,0.0
South,Tennessee,Bristol,436.60200000000003,-126.5204,14,5,4,3,-0.2897842886656497,0.42754133054818805,0.6
South,Tennessee,Chattanooga,988.803,27.191799999999994,38,10,6,5,0.02749971430102861,0.2336512935336968,0.5
South,Tennessee,Clarksville,2217.73,-1055.3532000000002,27,7,3,3,-0.47587091305073215,0.5602913790226944,0.42857142857142855
South,Tennessee,Columbia,5162.774,-664.2565999999999,69,18,10,7,-0.12866273053982216,0.2757123205470547,0.3888888888888889
South,Tennessee,Franklin,948.228,-92.536,31,11,6,6,-0.09758834373167635,0.22011098596540077,0.5454545454545454
South,Tennessee,Hendersonville,319.538,-45.386700000000005,22,5,2,3,-0.1420385055924491,0.22537726342406847,0.6
South,Tennessee,Jackson,2117.212,-43.95689999999999,48,10,5,2,-0.020761690373944597,0.2883195447598068,0.2
South,Tennessee,Johnson City,765.848,11.856199999999994,43,12,3,3,0.015481139860651192,0.26171981907637026,0.25
South,Tennessee,Knoxville,3928.166,-1165.0755000000001,81,24,10,8,-0.29659528136030916,0.3423919457578931,0.3333333333333333
South,Tennessee,Lebanon,488.896,83.8057,14,3,3,0,0.17141825664353974,0.2,0.0
South,Tennessee,Memphis,5942.341,-1479.04,116,30,14,12,-0.248898540154461,0.3561795090520722,0.4
South,Tennessee,Murfreesboro,337.333,15.6891,30,11,4,4,0.046509235681062924,0.21788885166882577,0.36363636363636365
South,Tennessee,Nashville,6070.863,-837.4908,114,29,16,7,-0.1379525118586929,0.35235980452861476,0.2413793103448276
South,Tennessee,Smyrna,848.579,19.371700000000004,26,7,4,2,0.022828399005867462,0.24320340239388435,0.2857142857142857
South,Virginia,Alexandria,5519.57,318.61830000000003,84,16,6,0,0.05772520323141115,0.0,0.0
South,Virginia,Arlington,14366.76,4424.0855,128,32,21,0,0.3079389855471937,0.0,0.0
South,Virginia,Charlottesville,102.60999999999999,22.6278,7,2,2,0,0.22052236624110713,0.0,0.0
South,Virginia,Chesapeake,5996.72,1262.787,72,18,10,0,0.21057961685721527,0.0,0.0
South,Virginia,Hampton,2722.26,953.8323,48,11,5,0,0.3503825130590024,0.0,0.0
South,Virginia,Harrisonburg,4388.71,889.5239,25,7,4,0,0.20268459296695385,0.0,0.0
South,Virginia,Newport News,3321.9500000000003,1197.0469,43,12,5,0,0.3603446469694005,0.0,0.0
South,Virginia,Richmond,5141.26,1409.743,113,27,13,0,0.27420184935210434,0.0,0.0
South,Virginia,Salem,2039.55,533.0251000000001,49,13,6,0,0.2613444632394401,0.0,0.0
South,Virginia,Springfield,16628.53,4568.5789,198,50,25,0,0.27474340185211804,0.0,0.0
South,Virginia,Suffolk,1597.9,389.8122,32,10,4,0,0.24395281306715064,0.0,0.0
South,Virginia,Virginia Beach,5752.13,2024.8837,62,16,11,0,0.35202328528736315,0.0,0.0
South,Virginia,Waynesboro,3058.77,603.3858,32,10,3,0,0.19726419443109486,0.0,0.0
West,Arizona,Avondale,946.808,76.169,30,6,3,1,0.08044820069116441,0.2,0.16666666666666666
West,Arizona,Bullhead City,22.288,6.7232,3,2,1,0,0.3016511127063891,0.2,0.0
West,Arizona,Chandler,1076.747,81.46049999999998,23,7,6,2,0.07565426232903363,0.22059397425764826,0.2857142857142857
West,Arizona,Gilbert,4172.382,138.253,58,15,5,4,0.0331352690141986,0.2278193607392612,0.26666666666666666
West,Arizona,Glendale,2917.865,182.8598,67,23,13,7,0.06266904054848323,0.21556771817750311,0.30434782608695654
West,Arizona,Mesa,4037.7400000000002,-559.2314,128,28,14,13,-0.13850109219513887,0.28100744475870165,0.4642857142857143
West,Arizona,Peoria,1341.352,-55.10760000000002,57,16,5,7,-0.041083623090732345,0.23039917933547643,0.4375
West,Arizona,Phoenix,11000.257,-2790.8831999999998,224,63,29,27,-0.25371072694028873,0.36642888434333853,0.42857142857142855
West,Arizona,Scottsdale,1466.307,-89.4879,55,12,7,3,-0.06102944335667769,0.2744083605957006,0.25
West,Arizona,Sierra Vista,76.072,16.8281,9,3,2,0,0.22121279840151434,0.2,0.0
West,Arizona,Tempe,1070.3020000000001,95.4496,41,13,6,5,0.08918006319711633,0.20157245338231639,0.38461538461538464
West,Arizona,Tucson,6313.016,-64.96680000000002,145,32,13,14,-0.01029092908999439,0.23458853898041762,0.4375
West,Arizona,Yuma,840.865,-465.9909,22,4,4,2,-0.5541803975667914,0.5834390776165019,0.5
West,California,Anaheim,7986.87,1234.0036,112,27,9,1,0.15450402973880883,0.10366614205564885,0.037037037037037035
West,California,Antioch,19.44,9.3312,3,1,1,0,0.48000000000000004,0.0,0.0
West,California,Apple Valley,1915.0810000000001,283.6184,27,7,3,0,0.1480973389637305,0.15693537244638736,0.0
West,California,Bakersfield,1377.29,187.9247,47,16,8,1,0.13644526570293838,0.1453787510255647,0.0625
West,California,Brentwood,5090.114,1216.8104,66,16,6,0,0.23905366363110928,0.05455532037199954,0.0
West,California,Burbank,3247.1580000000004,764.5337999999999,13,3,1,0,0.23544705862788318,0.07883620076386796,0.0
West,California,Camarillo,1467.5175,158.79559999999998,16,5,2,1,0.10820695494261566,0.16386695558996742,0.2
West,California,Chico,2050.178,205.12539999999998,43,11,3,1,0.10005248324779605,0.15263533215164732,0.09090909090909091
West,California,Chula Vista,1041.62,248.43460000000002,13,3,3,0,0.23850790115397175,0.0,0.0
West,California,Citrus Heights,129.39,54.3438,3,1,1,0,0.42000000000000004,0.0,0.0
West,California,Coachella,163.55,47.1736,3,2,1,0,0.28843534087435035,0.0,0.0
West,California,Concord,2602.928,282.4208,26,8,6,1,0.10850119557667365,0.16106642212154929,0.125
West,California,Costa Mesa,1497.67,297.20889999999997,42,11,5,0,0.19844752181722272,0.08276322554367786,0.0
West,California,Danville,1158.882,282.4405,31,6,1,0,0.24371808346319984,0.1018830217399183,0.0
West,California,Davis,32.4,15.552,5,1,1,0,0.48,0.0,0.0
West,California,Dublin,22.0,1.375,5,1,1,0,0.0625,0.2,0.0
West,California,El Cajon,865.616,52.6872,6,2,2,0,0.060866712260401835,0.20000000000000004,0.0
West,California,Encinitas,591.981,71.0588,13,5,2,1,0.12003560925097259,0.14934356001290583,0.2
West,California,Escondido,94.548,27.753,9,3,3,0,0.29353344333037185,0.03648517155307357,0.0
West,California,Fairfield,1470.584,117.97739999999999,30,9,2,0,0.08022486304760557,0.07715900621793792,0.0
West,California,Fresno,7888.5285,948.2681,106,26,11,0,0.12020849008785352,0.17499584047899427,0.0
West,California,Hesperia,1213.1715,98.5269,18,4,3,1,0.08121432130576757,0.16600161230295965,0.25
West,California,Huntington Beach,2527.82,880.0391999999999,19,6,5,0,0.34814156071239244,0.1898837733699393,0.0
West,California,Inglewood,3479.328,1026.6960000000001,53,16,4,0,0.29508456805452093,0.12350706803152793,0.0
West,California,La Mesa,367.53000000000003,114.387,8,2,1,0,0.3112317361848012,0.04492694473920496,0.0
West,California,La Quinta,46.32,18.0648,4,1,1,0,0.39,0.0,0.0
West,California,Laguna Niguel,290.983,41.9815,15,4,3,0,0.14427475144596075,0.132617541230931,0.0
West,California,Lake Elsinore,283.92,17.745,5,1,1,0,0.0625,0.2,0.0
West,California,Lake Forest,1625.536,327.53139999999996,17,6,2,0,0.20149132347730223,0.11259498405449032,0.0
West,California,Lakewood,1583.683,43.962399999999995,35,8,5,1,0.027759595828205516,0.17379087228946702,0.125
West,California,Lancaster,477.444,79.43719999999999,15,5,4,0,0.16638014091704992,0.19543401948710215,0.0
West,California,Lodi,136.98,44.4858,9,2,2,0,0.3247612790188349,0.0,0.0
West,California,Long Beach,4933.83,746.3956,114,27,11,3,0.15128117507088812,0.169030550302706,0.1111111111111111
West,California,Los Angeles,175851.34100000001,30440.7579,2879,747,384,37,0.17310506548824098,0.12397053571516409,0.049531459170013385
West,California,Manteca,452.182,172.2358,8,3,2,0,0.38089928391665306,0.05411626292068238,0.0
West,California,Mission Viejo,775.986,151.06449999999998,18,5,3,0,0.19467425958715748,0.05618645181742969,0.0
West,California,Modesto,326.15000000000003,19.943,10,3,3,1,0.06114671163575042,0.13144871991414991,0.3333333333333333
West,California,Montebello,27.88,3.9032,2,1,1,0,0.14,0.0,0.0
West,California,Moreno Valley,1262.4660000000001,353.6301,42,10,5,0,0.28011059307735814,0.005870415520101135,0.0
West,California,Morgan Hill,545.01,7.846,16,4,1,1,0.014396066127227023,0.15520944569824408,0.25
West,California,Murrieta,484.65,92.0835,3,1,1,0,0.19,0.0,0.0
West,California,Oakland,5964.418,834.1029000000001,107,26,13,3,0.13984648627913068,0.11735756950636257,0.11538461538461539
West,California,Oceanside,499.61199999999997,117.51299999999999,25,8,5,0,0.23520852181292684,0.08129188250082064,0.0
West,California,Ontario,283.92,-46.137,5,1,1,1,-0.1625,0.2,1.0
West,California,Oxnard,1558.1000000000001,346.4577,31,9,4,0,0.22235909120082148,0.004143508118862717,0.0
West,California,Pasadena,4112.688,429.9769,97,25,11,4,0.10454887411833817,0.10345000641915944,0.16
West,California,Pico Rivera,145.9,62.737,5,1,1,0,0.43,0.0,0.0
West,California,Pomona,1482.502,150.299,34,7,5,1,0.10138198801755412,0.09589626186001773,0.14285714285714285
West,California,Rancho Cucamonga,231.852,73.7442,14,4,4,0,0.31806583510170283,0.0295636871797526,0.0
West,California,Redding,333.576,25.0182,3,1,1,0,0.075,0.2,0.0
West,California,Redlands,2891.021,454.1556,61,16,4,0,0.15709176792558752,0.1616524231404753,0.0
West,California,Redondo Beach,1959.803,176.4289,35,8,3,1,0.0900237932077867,0.18109965644506107,0.125
West,California,Redwood City,41.904,14.1426,6,1,1,0,0.33749999999999997,0.2,0.0
West,California,Riverside,1944.2459999999999,374.7296,40,14,9,0,0.1927377502641127,0.11262936891730779,0.0
West,California,Roseville,734.776,316.94500000000005,55,14,7,0,0.4313491458621404,0.022999118098576982,0.0
West,California,Sacramento,7311.278,2069.6859,36,13,8,2,0.2830812752572122,0.19117117417775664,0.15384615384615385
West,California,Salinas,728.8910000000001,270.5181,39,8,4,0,0.37113656225690805,0.0564190667740444,0.0
West,California,San Bernardino,979.3000000000001,69.982,33,9,4,1,0.0714612478300827,0.1409960175635658,0.1111111111111111
West,California,San Clemente,90.05799999999999,42.5419,10,2,1,0,0.4723833529503209,0.04016966843589687,0.0
West,California,San Diego,47521.029,6377.196,670,170,88,12,0.1341973466104869,0.1362694892402267,0.07058823529411765
West,California,San Francisco,112669.092,17507.3854,1935,510,265,24,0.15538764970254662,0.11500569295437298,0.047058823529411764
West,California,San Gabriel,2061.01,290.8953,13,3,1,0,0.1411421099363904,0.1443020654921616,0.0
West,California,San Jose,6071.229,1216.0579,159,42,20,2,0.20029847334040604,0.09845961171947228,0.047619047619047616
West,California,San Luis Obispo,3.62,1.1946,2,1,1,0,0.33,0.0,0.0
West,California,San Mateo,75.18,35.3346,6,1,1,0,0.47,0.0,0.0
West,California,Santa Ana,3366.31,836.7465000000001,55,14,8,2,0.24856489746933588,0.08067230884856118,0.14285714285714285
West,California,Santa Barbara,4289.2339999999995,457.2858,30,8,5,1,0.10661246273810197,0.1801563635838008,0.125
West,California,Santa Clara,222.192,76.0016,23,6,3,0,0.34205371930582557,0.09493771152876793,0.0
West,California,Santa Maria,115.44,30.0144,3,1,1,0,0.26,0.0,0.0
West,California,Stockton,1227.6,339.52639999999997,34,6,5,0,0.27657738677093513,0.06926034538937767,0.0
West,California,Sunnyvale,636.21,107.5073,23,6,2,1,0.16898083965986074,0.06977570299115073,0.16666666666666666
West,California,Temecula,808.6659999999999,101.8869,14,4,1,0,0.12599379719191856,0.12949128564821571,0.0
West,California,Thousand Oaks,238.804,99.914,20,5,4,0,0.41839332674494567,0.013386710440361133,0.0
West,California,Torrance,3132.268,545.1510000000001,16,4,2,0,0.17404353650453921,0.09523884929386629,0.0
West,California,Vacaville,423.28,110.0528,11,1,1,0,0.26,0.0,0.0
West,California,Vallejo,1221.41,336.03549999999996,22,6,3,0,0.2751209667515412,0.020985582236922897,0.0
West,California,Visalia,318.78000000000003,88.0478,20,4,2,0,0.2762023966371792,0.0,0.0
West,California,Westminster,3826.6459999999997,763.6886000000001,50,17,4,0,0.19957126946155984,0.07656501280756045,0.0
West,California,Whittier,444.768,44.4768,4,1,1,0,0.1,0.2,0.0
West,California,Woodland,264.66200000000003,33.3848,7,3,2,0,0.12614126697448064,0.19716619688508363,0.0
West,California,Yucaipa,50.8,13.208,5,1,1,0,0.26,0.0,0.0
West,Colorado,Arvada,503.4,59.8556,10,4,1,0,0.11890266189908623,0.19999999999999998,0.0
West,Colorado,Aurora,4083.5099999999998,-797.019,130,34,15,14,-0.195179882013268,0.2894282124936636,0.4117647058823529
